player_name,num_of_matches,win_rate,aces_per_svpt,df_rate,first_serve_in_pct,first_serve_won_pct,second_serve_in_pct,second_serve_won_pct,bp_faced_per_match,bp_saved_pct
Jordan Thompson,167,0.5029940119760479,0.0908792818296709,0.021643574109755138,0.6227393330082531,0.7252263546749705,0.3772606669917469,0.5177631195790057,6.609756097560975,0.6211538824373978
Juan Martin del Potro,49,0.7959183673469388,0.12322923801459745,0.024759768623479544,0.6525753833087343,0.7759600777326678,0.3474246166912656,0.5328096546485488,3.6041666666666665,0.5794231513743708
Juncheng Shang,51,0.49019607843137253,0.04951642350899615,0.03110067507161242,0.6144124729472653,0.692819903362562,0.3855875270527347,0.518405812787351,7.3,0.6081710572539377
Kamil Majchrzak,45,0.5111111111111111,0.07731269564446376,0.034087226758455165,0.6116705692517789,0.7251365793211816,0.3883294307482211,0.5034939296121088,6.897435897435898,0.6386618498460603
Karen Khachanov,274,0.6131386861313869,0.10541071539194317,0.028444922082014816,0.6393762317423592,0.7545958524618852,0.36062376825764075,0.5278429194052856,5.585820895522388,0.6191065017685685
Kei Nishikori,109,0.6238532110091743,0.041943830607930534,0.026644601035576903,0.6264655497170605,0.6980293122186627,0.37353445028293947,0.558555495608209,6.427184466019417,0.5719478156862058
Kevin Anderson,98,0.6020408163265306,0.18923928748040938,0.03336043628406508,0.6388995132956926,0.7919991698755644,0.3611004867043074,0.5305513514151203,4.91578947368421,0.6510221824246214
Kyle Edmund,86,0.5348837209302325,0.0960767039946402,0.031013937209949837,0.6034976545704203,0.7461431431494658,0.3965023454295798,0.5138537948406305,5.416666666666667,0.6036291011619959
Laslo Djere,111,0.38738738738738737,0.086847946127928,0.04127285920834402,0.612117277838165,0.7042548728584467,0.38788272216183484,0.48803719999649436,7.453703703703703,0.5750830940211444
Lloyd Harris,107,0.5046728971962616,0.14691170165354558,0.031610894201958124,0.647007937476914,0.7561880167943619,0.3529920625230861,0.4795987924783557,5.836538461538462,0.5973464039947155
Lorenzo Musetti,122,0.4672131147540984,0.05563451210862358,0.025667547185235777,0.6348133951635343,0.7034092504146089,0.3651866048364657,0.5190900493029047,6.521367521367521,0.556765568261104
Lorenzo Sonego,154,0.44805194805194803,0.08982814969584747,0.023971099019318032,0.6577571636033503,0.7342175183485742,0.3422428363966496,0.5245284083243459,5.577181208053691,0.5992289038840033
Lucas Pouille,72,0.5138888888888888,0.09248379700193778,0.044849841462298735,0.5679933353307898,0.7346747163044332,0.4320066646692102,0.4991567108573064,7.069444444444445,0.6195658862390991
