player_id,aces_per_svpt,df_rate,first_serve_in_pct,first_serve_won_pct,second_serve_won_pct,bp_faced_per_match,bp_saved_pct,return_points_won_pct,bp_converted_pct,matches_played
100644,0.13130791728223662,0.04375925489770666,0.6885430285111763,0.765951188292812,0.512046635026304,5.09009009009009,0.6035727800816649,0.3716915969661898,0.435331776854388,333
103333,0.23113591586281365,0.04815066183176776,0.6535407244491399,0.8223093717401568,0.5424130691631638,4.071428571428571,0.7052767052767053,0.25938638690345,0.24335600907029478,42
103819,0.11709708878231474,0.023591354834328823,0.6330146438134506,0.7892114044226728,0.5891762494548634,4.0,0.6533480408480409,0.3891339776073393,0.45122118622118623,107
103852,0.14963557294662422,0.051935592155464116,0.5698891731225244,0.7684997466235015,0.47534291759693353,7.024390243902439,0.6407969667463338,0.3097717522267812,0.3526679448079042,82
104259,0.06393640653680044,0.022429201298570803,0.6200854913241561,0.7150221977522104,0.5434566555641682,6.53030303030303,0.6388126646509499,0.33331416618310455,0.39234478756537583,66
104269,0.09096684639156176,0.045562261324537126,0.6315624862005564,0.7197087079559489,0.4891726162165103,7.0,0.5928158283875162,0.3669544806657423,0.39026853616236556,90
104291,0.0510339856748223,0.043679176243208426,0.5389347320245244,0.6604467110136494,0.4638010363130178,8.10204081632653,0.5183621450578233,0.3221890679824637,0.40123291342803535,49
104312,0.07048076851032568,0.03241479564281195,0.5818899113710255,0.7130330659563241,0.49651048000608317,7.597701149425287,0.5359308327331583,0.36347458383380615,0.442923057334822,87
104468,0.05163087851745368,0.03377203110964893,0.5960052732903584,0.694324012937934,0.49435528472182855,6.695652173913044,0.5448472181061639,0.38206926306947614,0.4351406635291757,115
104527,0.10759303490881965,0.02250134304377544,0.580991897431057,0.7641656150845942,0.5282652557664528,6.211538461538462,0.6134128274665359,0.3421296678020042,0.3758259473616498,156
104542,0.1393295556093242,0.03042480433819584,0.5982337959109623,0.7880472813369056,0.5304923433969235,5.081967213114754,0.6751100751100751,0.31850394550794303,0.36654808485165624,61
104545,0.24564539541880023,0.024885288584393744,0.6978461598498187,0.7937066182929539,0.5639362642489586,3.463687150837989,0.6930759356084032,0.2878235353476316,0.30237123125321885,179
104607,0.08810259838217183,0.025176670521246985,0.5970171259761599,0.7692533376844202,0.5022892109280334,6.186046511627907,0.673354908979909,0.3835124370230951,0.43614499195894546,43
104665,0.02021337033954071,0.044515908908865406,0.6374315006166078,0.6420732397515141,0.4594811304295774,8.54,0.5556593416587414,0.3676000046018156,0.43657064553803687,50
104731,0.18630419904311554,0.033958186805101834,0.6356060697287387,0.7924873949193365,0.528835218810207,4.990566037735849,0.6543406285072951,0.32729159224528287,0.3571476633332304,106
104745,0.07007120549838938,0.030892272949997412,0.6412495008353079,0.7583901500941336,0.567338086112044,5.353383458646617,0.6380741390862849,0.3987741452312856,0.4531772694083922,133
104755,0.07322189713866115,0.0347516667569448,0.6075885147027985,0.7247064650959347,0.5094280134794202,6.42,0.5724894313573041,0.34555680331641286,0.39543648782779217,150
104792,0.10576222398689844,0.055279970674140526,0.6178014878404036,0.7381322829506755,0.5077894883985922,5.596059113300493,0.6051928317947226,0.3767782764170644,0.41620161113777604,203
104871,0.10648913968219817,0.05443006727334065,0.6164368740178496,0.7405155255660086,0.4857098795602198,7.0,0.5951442917074113,0.3290033704919909,0.37773943687809236,93
104898,0.08856873656612563,0.03880493791250413,0.5687373523716925,0.7344974854920774,0.4928808705151279,7.542857142857143,0.5724227113716732,0.3452317126656484,0.4264609593949735,70
104918,0.08049913986454837,0.03521863288285511,0.5830986168603542,0.7308883332988377,0.49558369715234984,6.920863309352518,0.5847543538333012,0.36757738248987637,0.38988047645919277,139
104925,0.09482103442708868,0.03339165137749657,0.6460985899777596,0.7833703261316758,0.5765708519342815,3.9844357976653697,0.585612668984762,0.4082526190209145,0.4571105641952796,257
104926,0.054698247061941006,0.05577470815007344,0.5863806324688248,0.69215937097508,0.4808872824478196,8.129496402877697,0.5564491516754582,0.36695629065783325,0.4361079418319237,139
105023,0.1860645834167801,0.049357524113598596,0.5897781824940541,0.8044125984157707,0.493294996114884,4.771739130434782,0.5330357142857143,0.32744100643227997,0.35385333620627735,92
105051,0.08594917394747241,0.06614086290628804,0.5951008961798153,0.712943681066089,0.4808383116864362,6.685185185185185,0.5854127128266973,0.33875587093256304,0.45576406926406926,54
105062,0.03417316016311856,0.016422828424133847,0.6406131904127966,0.6589382055565185,0.5346945215990879,7.207207207207207,0.5452193382748939,0.35902034522113335,0.42222265418020133,111
105077,0.04228454130591941,0.03336505275694935,0.611000020302486,0.6799120395929714,0.4968773975462389,7.65,0.5559309454717618,0.33588295561485426,0.3654064077000093,100
105138,0.04576564109370195,0.02245665226379557,0.6652183862928001,0.7147039998485982,0.5492410325597843,6.152892561983471,0.5977613374642042,0.3868658879021096,0.43237512502136044,242
105173,0.07129727046465868,0.028808869696162906,0.604934218535615,0.7141105862435703,0.5224185818548507,6.262773722627737,0.5399021580642088,0.36403984736359696,0.43047661417909455,274
105223,0.1214637243545292,0.02333158997856007,0.6555897916230862,0.771716517005603,0.5469782928764313,3.462962962962963,0.6056966490299823,0.3916283810130138,0.46450816811393736,54
105227,0.12855564475653675,0.04161157894360108,0.5902612613505976,0.7807293691415552,0.5037306008309567,6.225274725274725,0.5978495639090559,0.3607064613043633,0.40478048225792584,182
105311,0.05486469055419315,0.029161336605978028,0.6060674282897824,0.702546769573683,0.48968237433175493,6.744897959183674,0.49248801422176036,0.3468759486405962,0.36152461203012676,98
105332,0.11615616175891905,0.08250884611514532,0.5224829519708407,0.7619135782814598,0.416566792107289,8.02127659574468,0.5548786786200608,0.3554595502377407,0.39670751075549837,141
105357,0.052529661248070084,0.020306450774367314,0.6158984659728052,0.6839956612938373,0.5303848384791651,7.394366197183099,0.5565182681157361,0.3690290758897926,0.43895220103588956,142
105376,0.08287374092243124,0.057263874578797044,0.5317271392799744,0.7278355390993384,0.4780948008224199,7.207920792079208,0.5395047213024404,0.3435611584738972,0.4066961290870209,101
105379,0.12464460410642099,0.04126029415115345,0.5731878013556043,0.7683592542870553,0.4788467323404848,6.461538461538462,0.6092633900975271,0.33207023043039025,0.3815928326364759,65
105430,0.04086223781532827,0.03814979042374084,0.6331000701016183,0.6672235382339524,0.5006906969430724,7.404411764705882,0.5679450232849986,0.36253142553491363,0.41463116856503707,136
105449,0.10573038470363058,0.04006541914195777,0.5681166040195605,0.7480207699124872,0.530442111676387,5.80188679245283,0.640814567785156,0.32363091132857663,0.38693940652703535,106
105453,0.04054536124918669,0.02762415685817083,0.6297543487400133,0.6930594846962179,0.5534200401515534,6.553571428571429,0.5605189525155588,0.3732806564346595,0.44389461402377867,112
105526,0.12612067334923013,0.04547053771291695,0.5737708352165954,0.7618147449156747,0.4797034812354253,6.104972375690608,0.6041148771863057,0.3489206193675475,0.35424870701562433,181
105539,0.05566787850968793,0.03068642621939276,0.5993124799363324,0.6875236092475695,0.4780692344589923,6.958333333333333,0.5870680737702014,0.3334091403547675,0.4258822870183589,48
105550,0.06864123349049411,0.027906346630272756,0.6508654181640177,0.6776729099297691,0.5259104502725813,7.571428571428571,0.5884512313083742,0.35906981092351986,0.40187420026992215,70
105554,0.05864838605183286,0.032791134039125966,0.6055622307443088,0.7247530272296064,0.5161015850836107,6.924242424242424,0.5806527822808614,0.37086849141125666,0.4236381116397879,198
105575,0.0440503069421872,0.0403946599507601,0.5885137841135915,0.7021099797366653,0.5019956694968927,7.184782608695652,0.5937610849295631,0.35614821088000076,0.43135524885830884,92
105577,0.12297586359832961,0.042247719407865286,0.6020837000682543,0.7699578910618611,0.49597625231602355,5.857142857142857,0.6356294867922775,0.3277966826426613,0.3883751542575072,91
105583,0.04540287580924417,0.01820475267676883,0.6875545152318296,0.6707739147586429,0.496818926781466,7.243055555555555,0.5530203429299154,0.33845274428878014,0.40345688580879413,144
105657,0.156001115026787,0.038680055254554785,0.5829184954383685,0.7769768029568654,0.5237306059025795,5.649122807017544,0.5398533655886597,0.3365146805933669,0.41098901098901097,57
105676,0.07484848420119747,0.038185994086542094,0.594861881631901,0.7083424001513731,0.48787417548970785,6.908571428571428,0.5489524829498091,0.38822375669388326,0.4480957656190321,175
105683,0.2296392281690823,0.05171219537183039,0.6222588595741745,0.829020288070062,0.5566218720268691,3.7777777777777777,0.6369203712953713,0.3450872765400813,0.38547341774800786,126
